1、“八一”六十载　　猜一个字	答案是：亲
1432、门前溪水映朝阳　　猜一个字	答案是：涧
1433、门前织篱开芍药　　猜一个字	答案是：编
1434、门绕疏篱绿半依　　猜一个字	答案是：编
1435、门虽设而常关　　猜一个字	答案是：才
1436、门外桃花护短篱　　猜一个字	答案是：骗
1437、门外筑围墙，门中装铁栏　　猜一个字	答案是：匾
1438、萌动　　猜一个字	答案是：朝
1439、孟秋七月　　猜一个字	答案是：箱
1440、迷信害死人　　猜一个字	答案是：谜
1441、谜底有水就错　　猜一个字	答案是：淆
1442、谜格　　猜一个字	答案是：唬
1443、苗头不对　　猜一个字	答案是：艾
1444、篾　　猜一个字	答案是：簸
1445、民歌十八首　　猜一个字	答案是：枫
1446、民间疗法　　猜一个字	答案是：坊
1447、民主还要多一点　　猜一个字	答案是：珉
1448、名下无虚士　　猜一个字	答案是：吉
1449、明日阴有小雨　　猜一个字	答案是：霄
1450、明天隐高树　　猜一个字	答案是：杳
1451、明天月全食　　猜一个字	答案是：昊
1452、明月当空　　猜一个字	答案是：日
1453、明月几时有　　猜一个字	答案是：胖
1454、明月西移挂天边　　猜一个字	答案是：胆
1455、明月逐人归　　猜一个字	答案是：因
1456、莫把金针度与人　　猜一个字	答案是：木
1457、莫愁湖边走　　猜一个字	答案是：姑
1458、莫道浮云终蔽日　　猜一个字	答案是：昙
1459、莫等日落近黄昏　　猜一个字	答案是：暮
1460、莫叫踏碎琼瑶　　猜一个字	答案是：掮
1461、莫下手　　猜一个字	答案是：摹
1462、默算　　猜一个字	答案是：懈
1463、木耳出口　　猜一个字	答案是：楫
1464、木落残秋山欲睡　　猜一个字	答案是：棂
1465、木乃伊　　猜一个字	答案是：居
1466、木偶　　猜一个字	答案是：林
1467、木偶皇后　　猜一个字	答案是：琳
1468、木偶奇遇　　猜一个字	答案是：森
1469、木水火土　　猜一个字	答案是：钦
1470、目空一切　　猜一个字	答案是：暂
1471、拿出手进盅　　猜一个字	答案是：盒
1472、乃独生儿　　猜一个字	答案是：兀
1473、乃服衣裳　　猜一个字	答案是：尚
1474、乃后起之秀　　猜一个字	答案是：禾
1475、乃知一念静　　猜一个字	答案是：潇
1476、囡　　猜一个字	答案是：娲
1477、男宾止步　　猜一个字	答案是：妪
1478、南昌多云　　猜一个字	答案是：昙
1479、南冠草　　猜一个字	答案是：卉
1480、南天一柱　　猜一个字	答案是：个
1481、南天一柱竹半掩　　猜一个字	答案是：个
1482、能说会道　　猜一个字	答案是：团
1483、泥　　猜一个字	答案是：堤
1484、泥落空堂帘半卷　　猜一个字	答案是：常
1485、你左我右争上篮　　猜一个字	答案是：筏
1486、年初要实行机构改革　　猜一个字	答案是：秃
1487、年根岁底　　猜一个字	答案是：舛
1488、年届弱冠　　猜一个字	答案是：异
1489、年已古稀仍不休　　猜一个字	答案是：轩
1490、念往昔　　猜一个字	答案是：苦
1491、鸟飞三周　　猜一个字	答案是：鹊
1492、鸟窝　　猜一个字	答案是：扇
1493、鸟亦罢其鸣　　猜一个字	答案是：蹄
1494、宁波中转　　猜一个字	答案是：漩
1495、宁为鸡口，不为牛后　　猜一个字	答案是：酷
1496、牛羊成群　　猜一个字	答案是：羞
1497、弄瓦之喜　　猜一个字	答案是：甥
1498、弩　　猜一个字	答案是：弛
1499、怒斩刁仆　　猜一个字	答案是：心
1500、女方带头搞改革　　猜一个字	答案是：菇
1501、女排第一，男排第二　　猜一个字	答案是：好
1502、女排翻身得第一　　猜一个字	答案是：妯
1503、女生四舍　　猜一个字	答案是：噩
1504、女瘦缘其病缠身　　猜一个字	答案是：嫂
1505、女真侵宋分南北　　猜一个字	答案是：案
1506、女真侵宋分南北　　猜一个字	答案是：案
1507、排个人字上云端　　猜一个字	答案是：去
1508、朋　　猜一个字	答案是：期
1509、翩翩飞出栅栏去　　猜一个字	答案是：扇
1510、片帆北上系芳心　　猜一个字	答案是：市
1511、片片残花叶半垂　　猜一个字	答案是：哗
1512、片月残云雁阵疏　　猜一个字	答案是：瓜
1513、片云残月带三星　　猜一个字	答案是：泓
1514、平川十里一人归　　猜一个字	答案是：奉
1515、平川雁阵映残阳　　猜一个字	答案是：春
1516、平反归来　　猜一个字	答案是：啬
1517、平反回首廿载前　　猜一个字	答案是：蔷
1518、平分底角　　猜一个字	答案是：润
1519、平桥涨秋水，残月映舞低　　猜一个字	答案是：瞬
1520、平沙落雁相偶相伴　　猜一个字	答案是：丝
1521、平生一片心　　猜一个字	答案是：怦
1522、平水藏钩捕鱼鳖　　猜一个字	答案是：憋
1523、平水桥下已三更　　猜一个字	答案是：学
1524、平易近人　　猜一个字	答案是：伴
1525、平原上马不费力　　猜一个字	答案是：腾
1526、泼水节　　猜一个字	答案是：发
1527、破格选人才　　猜一个字	答案是：财
1528、破伤风　　猜一个字	答案是：虱
1529、破竹　　猜一个字	答案是：个
1530、扑灭烟火人方散　　猜一个字	答案是：一
1531、七百除一　　猜一个字	答案是：皂
1532、七颠八倒　　猜一个字	答案是：戈
1533、七颠八倒　　猜一个字	答案是：戈
1534、七姐妹相会　　猜一个字	答案是：蓉
1535、七擒七纵　　猜一个字	答案是：惩
1536、七擒七纵意何为　　猜一个字	答案是：惩
1537、七人纵横千里　　猜一个字	答案是：骅
1538、七十二变　　猜一个字	答案是：辆
1539、七十二家半得迁　　猜一个字	答案是：究
1540、七十二小时　　猜一个字	答案是：晶
1541、七十二小时亮堂堂　　猜一个字	答案是：晶
1542、七十上下雄心在　　猜一个字	答案是：华
1543、七十尚安步　　猜一个字	答案是：车
1544、七五计划　　猜一个字	答案是：十二笔
1545、七五期间安排重点　　猜一个字	答案是：兴
1546、七五期间变化大　　猜一个字	答案是：位
1547、七五期间乘胜前进　　猜一个字	答案是：胶
1548、七五期间大变面貌　　猜一个字	答案是：位
1549、七五期间改变旧貌　　猜一个字	答案是：音
1550、七五期间横向联系　　猜一个字	答案是：立
1551、七五前景欣欣向荣　　猜一个字	答案是：旺
1552、七夕一相逢　　猜一个字	答案是：死
1553、七星残月挂树梢　　猜一个字	答案是：粱
1554、七月大　　猜一个字	答案是：厢
1555、七月飞霜冷半凝　　猜一个字	答案是：零
1556、七月流火　　猜一个字	答案是：禾
1557、妻　　猜一个字	答案是：肉
1558、齐人有一妻一妾　　猜一个字	答案是：佞
1559、齐心改革变化大　　猜一个字	答案是：丛
1560、其下十章　　猜一个字	答案是：音
1561、骑马可走　　猜一个字	答案是：大
1562、岂可再乎　　猜一个字	答案是：正
1563、起草合同　　猜一个字	答案是：药
1564、起诉无效　　猜一个字	答案是：皓
1565、气管炎　　猜一个字	答案是：氮
1566、气吞山河　　猜一个字	答案是：氯
1567、千　　猜一个字	答案是：坂
1568、千层底　　猜一个字	答案是：丢
1569、千锤万凿出深山　　猜一个字	答案是：碳
1570、千帆错落雁横空　　猜一个字	答案是：佩
1571、千帆钷落风里去　　猜一个字	答案是：佩
1572、千夫所指　　猜一个字	答案是：箦
1573、千古不解之谜　　猜一个字	答案是：适
1574、千古共存　　猜一个字	答案是：舌
1575、千古恨　　猜一个字	答案是：跌
1576、千古恨　　猜一个字	答案是：跌
1577、千古结同心　　猜一个字	答案是：恬
1578、千古奇缘　　猜一个字	答案是：舌
1579、千古牵连一笔勾　　猜一个字	答案是：乱
1580、千古牵连一时消　　猜一个字	答案是：舌
1581、千古融合靠一心　　猜一个字	答案是：恬
1582、千古一绝　　猜一个字	答案是：估
1583、千古一绝　　猜一个字	答案是：估
1584、千古一绝　　猜一个字	答案是：估
1585、千古之恨怎酿成　　猜一个字	答案是：跌
1586、千金出闺门　　猜一个字	答案是：娃
1587、千金出闰门　　猜一个字	答案是：娃
1588、千金去点卯　　猜一个字	答案是：娩
1589、千金要方　　猜一个字	答案是：囡
1590、千金一笑　　猜一个字	答案是：嬉
1591、千金之子　　猜一个字	答案是：媳
1592、千口难分，一笔勾销　　猜一个字	答案是：乱
1593、千里北归人独宿，一芦南渡雁双栖　　猜一个字	答案是：乘，丝
1594、千里北山雁阵归　　猜一个字	答案是：嵊
1595、千里奔波为四化　　猜一个字	答案是：羁
1596、千里冰封　　猜一个字	答案是：冯
1597、千里访他人已没　　猜一个字	答案是：驰
1598、千里飞骑抵桥前　　猜一个字	答案是：椅
1599、千里风行起　　猜一个字	答案是：骟
1600、千里逢迎　　猜一个字	答案是：重
1601、千里共婵娟　　猜一个字	答案是：妈
1602、千里归人空白头　　猜一个字	答案是：香
1603、千里横山雁阵连　　猜一个字	答案是：秉
1604、千里寄相思　　猜一个字	答案是：枋
1605、千里江陵一日还　　猜一个字	答案是：皈
1606、千里绝无俦　　猜一个字	答案是：骑
1607、千里来人，十分要紧　　猜一个字	答案是：驸
1608、千里来相会　　猜一个字	答案是：骤
1609、千里明月下西楼　　猜一个字	答案是：骒
1610、千里暮色日西沉　　猜一个字	答案是：蓦
1611、千里南天展燕翼　　猜一个字	答案是：乘
1612、千里凭添上苑心　　猜一个字	答案是：懂
1613、千里骑上坐君子　　猜一个字	答案是：笃
1614、千里人归函谷中　　猜一个字	答案是：黍
1615、千里相逢　　猜一个字	答案是：骤
1616、千里相逢　　猜一个字	答案是：重
1617、千里相逢成对影　　猜一个字	答案是：笃
1618、千里相逢断桥边　　猜一个字	答案是：骄
1619、千里相逢在花前　　猜一个字	答案是：董
1620、千里相逢在路旁　　猜一个字	答案是：踵
1621、千里效力抵哨前　　猜一个字	答案是：驾
1622、千里一线穿　　猜一个字	答案是：重
1623、千里之行，始于足下　　猜一个字	答案是：踵
1624、千里之行始足下　　猜一个字	答案是：踵
1625、千里走单骑　　猜一个字	答案是：奇
1626、千磨万击还坚劲，任尔东南西北风　　猜一个字	答案是：笠
1627、千人高兴换新颜　　猜一个字	答案是：俭
1628、千人团结紧，重点为四化　　猜一个字	答案是：税
1629、千人晚会　　猜一个字	答案是：移
1630、千人一条心　　猜一个字	答案是：恁
1631、千人一心团结紧　　猜一个字	答案是：恁
1632、千人于今共一心　　猜一个字	答案是：稔
1633、千日改革告成　　猜一个字	答案是：但
